year_of_exercise,product_name,product_brand,material_id_code,material_description,business_division,site
2024,Estrivon,Estrivon,MAT-20056,Inbound Ocean Freight - Container,Pharmaceuticals,Rivermill Site
2024,Kaldrin,Kaldrin,MAT-20058,Cold Storage - Warehouse Pallet Slot,Specialty Care,Clearwater Site
2024,Quilava,Quilava,MAT-20084,Custom Synthesis Batch,Consumer Healthcare,Rivermill Site
2025,Immunara,Immunara,MAT-20045,Corrugated Shipping Box,Vaccines,Northfield Site
2025,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Vaccines,Solaris Park Site
2026,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Vaccines,Eastgate Site
2025,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Pharmaceuticals,Fenwick Site
2026,Hemazol,Hemazol,MAT-20109,Prefilled Syringe 2.25ml,Vaccines,Eastgate Site
2025,Brenzolix,Brenzolix,MAT-20029,Lab Reagent Kit,Vaccines,Northfield Site
2026,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Pharmaceuticals,Rivermill Site
2024,Zolvarin,Zolvarin,MAT-20044,HDPE Bottle 250ml,Consumer Healthcare,Solaris Park Site
2026,Hemazol,Hemazol,MAT-20009,Alu-Alu Blister Pack,Vaccines,Solaris Park Site
2024,Vezanta,Vezanta,MAT-20012,Folding Carton,Vaccines,Bridgeholm Site
2024,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Vaccines,Eastgate Site
2026,Hemazol,Hemazol,MAT-20049,Stretch Pallet Wrap,Consumer Healthcare,Clearwater Site
2025,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Vaccines,Solaris Park Site
2024,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Specialty Care,Meadowbrook Site
2025,Zolvarin,Zolvarin,MAT-20088,Inbound Air Freight - Temperature Controlled,Specialty Care,Northfield Site
2025,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Specialty Care,Clearwater Site
2025,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Pharmaceuticals,Kingsley Site
2024,Mendovia,Mendovia,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Ashford Site
2024,Vezanta,Vezanta,MAT-20140,Freeze-dried Vaccine Vial,Consumer Healthcare,Eastgate Site
2025,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2024,Zolvarin,Zolvarin,MAT-20139,Water for Injection,Vaccines,Clearwater Site
2025,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Consumer Healthcare,Kingsley Site
2025,Calmera,Calmera,MAT-20021,Inbound Road Freight - Pallet,Specialty Care,Eastgate Site
2024,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Pharmaceuticals,Kingsley Site
2025,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Pharmaceuticals,Meadowbrook Site
2025,Quilava,Quilava,MAT-20075,PVC Blister Pack,Vaccines,Clearwater Site
2026,Torvexa,Torvexa,MAT-20020,Contract Packaging Service,Vaccines,Meadowbrook Site
2025,Pulmatrix,Pulmatrix,MAT-20099,Ibuprofen API,Specialty Care,Fenwick Site
2024,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Vaccines,Bridgeholm Site
2026,Torvexa,Torvexa,MAT-20081,Corrugated Shipping Case,Vaccines,Kingsley Site
2025,Sentrivax,Sentrivax,MAT-20034,Recombinant Protein Concentrate,Vaccines,Meadowbrook Site
2026,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Specialty Care,Kingsley Site
2025,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Consumer Healthcare,Ashford Site
2024,Calmera,Calmera,MAT-20021,Inbound Road Freight - Pallet,Specialty Care,Solaris Park Site
2026,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Consumer Healthcare,Meadowbrook Site
2026,Glucovex,Glucovex,MAT-20135,Microcrystalline Cellulose,Specialty Care,Bridgeholm Site
2026,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Vaccines,Kingsley Site
2025,Advelra,Advelra,MAT-20145,Patient Information Leaflet,Specialty Care,Bridgeholm Site
2025,Estrivon,Estrivon,MAT-20017,Fermentation Batch Service,Specialty Care,Kingsley Site
2024,Vezanta,Vezanta,MAT-20059,Stainless Steel Reactor Component,Pharmaceuticals,Clearwater Site
2025,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Pharmaceuticals,Rivermill Site
2026,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Vaccines,Ashford Site
2024,Calmera,Calmera,MAT-20121,Inbound Air Freight - Temperature Controlled,Pharmaceuticals,Ashford Site
2025,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Specialty Care,Northfield Site
2026,Quilava,Quilava,MAT-20075,PVC Blister Pack,Pharmaceuticals,Rivermill Site
2026,Immunara,Immunara,MAT-20077,HDPE Bottle 100ml,Specialty Care,Ashford Site
2026,Sentrivax,Sentrivax,MAT-20045,Corrugated Shipping Box,Vaccines,Clearwater Site
2025,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Pharmaceuticals,Eastgate Site
2025,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Vaccines,Kingsley Site
2025,Zolvarin,Zolvarin,MAT-20088,Inbound Air Freight - Temperature Controlled,Specialty Care,Eastgate Site
2026,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Vaccines,Kingsley Site
2024,Vezanta,Vezanta,MAT-20090,Cold Chain Transport - 2-8C,Consumer Healthcare,Fenwick Site
2025,Zolvarin,Zolvarin,MAT-20086,Contract Packaging Service,Vaccines,Kingsley Site
2025,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Consumer Healthcare,Northfield Site
2025,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Consumer Healthcare,Bridgeholm Site
2024,Wintrelis,Wintrelis,MAT-20012,Folding Carton,Vaccines,Clearwater Site
2025,Xantivo,Xantivo,MAT-20089,Inbound Ocean Freight - Container,Specialty Care,Rivermill Site
2025,Ulvatrix,Ulvatrix,MAT-20011,HDPE Bottle 100ml,Pharmaceuticals,Clearwater Site
2026,Wintrelis,Wintrelis,MAT-20100,Recombinant Protein Concentrate,Vaccines,Fenwick Site
2026,Hemazol,Hemazol,MAT-20009,Alu-Alu Blister Pack,Pharmaceuticals,Rivermill Site
2024,Norvelin,Norvelin,MAT-20052,Aseptic Fill & Finish Service,Consumer Healthcare,Kingsley Site
2024,Advelra,Advelra,MAT-20146,Pressure-sensitive Label,Vaccines,Kingsley Site
2025,Ulvatrix,Ulvatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Rivermill Site
2024,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Consumer Healthcare,Meadowbrook Site
2025,Glucovex,Glucovex,MAT-20069,Microcrystalline Cellulose,Specialty Care,Ashford Site
2024,Wintrelis,Wintrelis,MAT-20073,Water for Injection,Pharmaceuticals,Meadowbrook Site
2026,Brenzolix,Brenzolix,MAT-20105,Isopropyl Alcohol,Consumer Healthcare,Rivermill Site
2024,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Specialty Care,Ashford Site
2024,Ulvatrix,Ulvatrix,MAT-20046,Patient Information Leaflet,Pharmaceuticals,Meadowbrook Site
2024,Sentrivax,Sentrivax,MAT-20000,Paracetamol API,Specialty Care,Northfield Site
2026,Kaldrin,Kaldrin,MAT-20138,Isopropyl Alcohol,Pharmaceuticals,Northfield Site
2025,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Pharmaceuticals,Eastgate Site
2026,Renovex,Renovex,MAT-20080,Pressure-sensitive Label,Specialty Care,Rivermill Site
2026,Norvelin,Norvelin,MAT-20040,Water for Injection,Pharmaceuticals,Kingsley Site
2024,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Consumer Healthcare,Eastgate Site
2024,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Consumer Healthcare,Meadowbrook Site
2025,Sentrivax,Sentrivax,MAT-20021,Inbound Road Freight - Pallet,Pharmaceuticals,Solaris Park Site
2024,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Specialty Care,Northfield Site
2025,Xantivo,Xantivo,MAT-20030,Single-use Bioreactor Bag,Specialty Care,Kingsley Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Pharmaceuticals,Rivermill Site
2025,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Pharmaceuticals,Ashford Site
2024,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Pharmaceuticals,Kingsley Site
2025,Wintrelis,Wintrelis,MAT-20016,Stretch Pallet Wrap,Vaccines,Meadowbrook Site
2026,Pulmatrix,Pulmatrix,MAT-20026,Stainless Steel Reactor Component,Vaccines,Bridgeholm Site
2026,Sentrivax,Sentrivax,MAT-20000,Paracetamol API,Consumer Healthcare,Rivermill Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Consumer Healthcare,Fenwick Site
2025,Estrivon,Estrivon,MAT-20119,Contract Packaging Service,Pharmaceuticals,Kingsley Site
2025,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Consumer Healthcare,Ashford Site
2025,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Specialty Care,Solaris Park Site
2024,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Pharmaceuticals,Northfield Site
2025,Vezanta,Vezanta,MAT-20140,Freeze-dried Vaccine Vial,Pharmaceuticals,Clearwater Site
2026,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Vaccines,Solaris Park Site
2024,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Consumer Healthcare,Meadowbrook Site
2024,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Pharmaceuticals,Fenwick Site
2025,Glucovex,Glucovex,MAT-20038,Methylparaben,Specialty Care,Kingsley Site
2025,Wintrelis,Wintrelis,MAT-20002,Synthetic Peptide Concentrate,Specialty Care,Rivermill Site
2026,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Consumer Healthcare,Fenwick Site
2025,Florivex,Florivex,MAT-20092,Stainless Steel Reactor Component,Specialty Care,Meadowbrook Site
2024,Calmera,Calmera,MAT-20036,Microcrystalline Cellulose,Consumer Healthcare,Meadowbrook Site
2026,Quilava,Quilava,MAT-20084,Custom Synthesis Batch,Specialty Care,Kingsley Site
2026,Sentrivax,Sentrivax,MAT-20046,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2026,Norvelin,Norvelin,MAT-20144,Folding Carton,Vaccines,Northfield Site
2025,Advelra,Advelra,MAT-20145,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2025,Pulmatrix,Pulmatrix,MAT-20099,Ibuprofen API,Vaccines,Fenwick Site
2026,Mendovia,Mendovia,MAT-20092,Stainless Steel Reactor Component,Vaccines,Eastgate Site
2026,Pulmatrix,Pulmatrix,MAT-20059,Stainless Steel Reactor Component,Specialty Care,Eastgate Site
2025,Norvelin,Norvelin,MAT-20052,Aseptic Fill & Finish Service,Consumer Healthcare,Clearwater Site
2024,Mendovia,Mendovia,MAT-20092,Stainless Steel Reactor Component,Specialty Care,Northfield Site
2024,Quilava,Quilava,MAT-20084,Custom Synthesis Batch,Pharmaceuticals,Meadowbrook Site
2025,Vezanta,Vezanta,MAT-20048,Reusable Shipping Tote,Vaccines,Northfield Site
2026,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Specialty Care,Eastgate Site
2024,Immunara,Immunara,MAT-20045,Corrugated Shipping Box,Specialty Care,Rivermill Site
2024,Advelra,Advelra,MAT-20146,Pressure-sensitive Label,Specialty Care,Bridgeholm Site
2024,Ulvatrix,Ulvatrix,MAT-20086,Contract Packaging Service,Pharmaceuticals,Ashford Site
2026,Estrivon,Estrivon,MAT-20103,Enteric Coating Blend,Pharmaceuticals,Ashford Site
2024,Ostreva,Ostreva,MAT-20027,Filling Line Spare Parts,Pharmaceuticals,Rivermill Site
2026,Mendovia,Mendovia,MAT-20012,Folding Carton,Vaccines,Solaris Park Site
2026,Estrivon,Estrivon,MAT-20103,Enteric Coating Blend,Vaccines,Eastgate Site
2024,Sentrivax,Sentrivax,MAT-20046,Patient Information Leaflet,Pharmaceuticals,Bridgeholm Site
2025,Immunara,Immunara,MAT-20049,Stretch Pallet Wrap,Vaccines,Bridgeholm Site
2025,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Consumer Healthcare,Northfield Site
2025,Advelra,Advelra,MAT-20145,Patient Information Leaflet,Pharmaceuticals,Bridgeholm Site
2025,Immunara,Immunara,MAT-20077,HDPE Bottle 100ml,Pharmaceuticals,Solaris Park Site
2024,Mendovia,Mendovia,MAT-20070,Film Coating Powder,Vaccines,Fenwick Site
2024,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Vaccines,Fenwick Site
2025,Zolvarin,Zolvarin,MAT-20056,Inbound Ocean Freight - Container,Vaccines,Bridgeholm Site
2024,Torvexa,Torvexa,MAT-20015,Corrugated Shipping Case,Specialty Care,Meadowbrook Site
2026,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Specialty Care,Bridgeholm Site
2026,Brenzolix,Brenzolix,MAT-20029,Lab Reagent Kit,Vaccines,Northfield Site
2026,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Pharmaceuticals,Northfield Site
2024,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Consumer Healthcare,Fenwick Site
2025,Hemazol,Hemazol,MAT-20009,Alu-Alu Blister Pack,Consumer Healthcare,Eastgate Site
2026,Zolvarin,Zolvarin,MAT-20024,Cold Chain Transport - 2-8C,Consumer Healthcare,Meadowbrook Site
2026,Quilava,Quilava,MAT-20099,Ibuprofen API,Specialty Care,Meadowbrook Site
2026,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Pharmaceuticals,Eastgate Site
2026,Calmera,Calmera,MAT-20054,Inbound Road Freight - Pallet,Vaccines,Northfield Site
2024,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Consumer Healthcare,Ashford Site
2026,Sentrivax,Sentrivax,MAT-20045,Corrugated Shipping Box,Vaccines,Ashford Site
2026,Sentrivax,Sentrivax,MAT-20000,Paracetamol API,Vaccines,Rivermill Site
2026,Hemazol,Hemazol,MAT-20064,Comparator Drug Batch,Consumer Healthcare,Solaris Park Site
2025,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Consumer Healthcare,Fenwick Site
2025,Sentrivax,Sentrivax,MAT-20112,Patient Information Leaflet,Specialty Care,Fenwick Site
2026,Torvexa,Torvexa,MAT-20012,Folding Carton,Pharmaceuticals,Bridgeholm Site
2025,Zolvarin,Zolvarin,MAT-20056,Inbound Ocean Freight - Container,Pharmaceuticals,Clearwater Site
2025,Ulvatrix,Ulvatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Meadowbrook Site
2024,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Specialty Care,Northfield Site
2024,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Pharmaceuticals,Clearwater Site
2025,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Vaccines,Solaris Park Site
2025,Pulmatrix,Pulmatrix,MAT-20129,Pipette Tips (case),Specialty Care,Northfield Site
2025,Calmera,Calmera,MAT-20079,Patient Information Leaflet,Vaccines,Ashford Site
2024,Ostreva,Ostreva,MAT-20027,Filling Line Spare Parts,Specialty Care,Bridgeholm Site
2025,Calmera,Calmera,MAT-20018,Custom Synthesis Batch,Pharmaceuticals,Eastgate Site
2024,Mendovia,Mendovia,MAT-20113,Pressure-sensitive Label,Consumer Healthcare,Solaris Park Site
2026,Quilava,Quilava,MAT-20099,Ibuprofen API,Vaccines,Kingsley Site
2025,Norvelin,Norvelin,MAT-20144,Folding Carton,Consumer Healthcare,Ashford Site
2025,Zolvarin,Zolvarin,MAT-20056,Inbound Ocean Freight - Container,Consumer Healthcare,Northfield Site
2025,Sentrivax,Sentrivax,MAT-20021,Inbound Road Freight - Pallet,Vaccines,Eastgate Site
2024,Immunara,Immunara,MAT-20128,Lab Reagent Kit,Consumer Healthcare,Bridgeholm Site
2024,Advelra,Advelra,MAT-20105,Isopropyl Alcohol,Pharmaceuticals,Ashford Site
2024,Xantivo,Xantivo,MAT-20089,Inbound Ocean Freight - Container,Pharmaceuticals,Fenwick Site
2024,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Pharmaceuticals,Fenwick Site
2025,Sentrivax,Sentrivax,MAT-20112,Patient Information Leaflet,Specialty Care,Meadowbrook Site
2024,Torvexa,Torvexa,MAT-20081,Corrugated Shipping Case,Vaccines,Ashford Site
2025,Torvexa,Torvexa,MAT-20015,Corrugated Shipping Case,Vaccines,Meadowbrook Site
2025,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Solaris Park Site
2024,Zolvarin,Zolvarin,MAT-20086,Contract Packaging Service,Vaccines,Kingsley Site
2026,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Consumer Healthcare,Eastgate Site
2024,Hemazol,Hemazol,MAT-20140,Freeze-dried Vaccine Vial,Vaccines,Bridgeholm Site
2024,Norvelin,Norvelin,MAT-20040,Water for Injection,Consumer Healthcare,Northfield Site
2026,Estrivon,Estrivon,MAT-20046,Patient Information Leaflet,Specialty Care,Eastgate Site
2026,Xantivo,Xantivo,MAT-20030,Single-use Bioreactor Bag,Specialty Care,Eastgate Site
2025,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Vaccines,Kingsley Site
2024,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Consumer Healthcare,Rivermill Site
2025,Ostreva,Ostreva,MAT-20079,Patient Information Leaflet,Vaccines,Rivermill Site
2026,Mendovia,Mendovia,MAT-20100,Recombinant Protein Concentrate,Vaccines,Clearwater Site
2026,Norvelin,Norvelin,MAT-20052,Aseptic Fill & Finish Service,Specialty Care,Northfield Site
2024,Norvelin,Norvelin,MAT-20052,Aseptic Fill & Finish Service,Consumer Healthcare,Northfield Site
2024,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Vaccines,Bridgeholm Site
2025,Brenzolix,Brenzolix,MAT-20105,Isopropyl Alcohol,Consumer Healthcare,Northfield Site
2024,Florivex,Florivex,MAT-20054,Inbound Road Freight - Pallet,Specialty Care,Rivermill Site
2026,Wintrelis,Wintrelis,MAT-20016,Stretch Pallet Wrap,Pharmaceuticals,Kingsley Site
2026,Hemazol,Hemazol,MAT-20114,Reusable Shipping Tote,Vaccines,Fenwick Site
2024,Ulvatrix,Ulvatrix,MAT-20011,HDPE Bottle 100ml,Specialty Care,Rivermill Site
2024,Ulvatrix,Ulvatrix,MAT-20046,Patient Information Leaflet,Pharmaceuticals,Northfield Site
2026,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Consumer Healthcare,Clearwater Site
2025,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Vaccines,Fenwick Site
2026,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Consumer Healthcare,Ashford Site
2026,Calmera,Calmera,MAT-20079,Patient Information Leaflet,Consumer Healthcare,Kingsley Site
2024,Kaldrin,Kaldrin,MAT-20138,Isopropyl Alcohol,Specialty Care,Kingsley Site
2024,Ulvatrix,Ulvatrix,MAT-20112,Patient Information Leaflet,Pharmaceuticals,Meadowbrook Site
2025,Zolvarin,Zolvarin,MAT-20086,Contract Packaging Service,Vaccines,Solaris Park Site
2025,Calmera,Calmera,MAT-20021,Inbound Road Freight - Pallet,Specialty Care,Bridgeholm Site
2024,Zolvarin,Zolvarin,MAT-20044,HDPE Bottle 250ml,Consumer Healthcare,Clearwater Site
2025,Kaldrin,Kaldrin,MAT-20138,Isopropyl Alcohol,Consumer Healthcare,Solaris Park Site
2024,Pulmatrix,Pulmatrix,MAT-20059,Stainless Steel Reactor Component,Consumer Healthcare,Fenwick Site
2026,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Pharmaceuticals,Rivermill Site
2025,Wintrelis,Wintrelis,MAT-20003,Microcrystalline Cellulose,Specialty Care,Clearwater Site
2025,Xantivo,Xantivo,MAT-20032,Clinical Trial Kit,Pharmaceuticals,Fenwick Site
2026,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Specialty Care,Rivermill Site
2024,Estrivon,Estrivon,MAT-20017,Fermentation Batch Service,Vaccines,Bridgeholm Site
2026,Calmera,Calmera,MAT-20079,Patient Information Leaflet,Specialty Care,Bridgeholm Site
2025,Brenzolix,Brenzolix,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Eastgate Site
2024,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Pharmaceuticals,Clearwater Site
2026,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Specialty Care,Northfield Site
2026,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Specialty Care,Clearwater Site
2025,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Vaccines,Eastgate Site
2026,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Pharmaceuticals,Bridgeholm Site
2026,Mendovia,Mendovia,MAT-20012,Folding Carton,Pharmaceuticals,Eastgate Site
2026,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Consumer Healthcare,Bridgeholm Site
2025,Mendovia,Mendovia,MAT-20100,Recombinant Protein Concentrate,Specialty Care,Rivermill Site
2025,Calmera,Calmera,MAT-20036,Microcrystalline Cellulose,Consumer Healthcare,Solaris Park Site
2024,Advelra,Advelra,MAT-20036,Microcrystalline Cellulose,Vaccines,Ashford Site
2024,Lumivax,Lumivax,MAT-20085,Aseptic Fill & Finish Service,Vaccines,Rivermill Site
2024,Glucovex,Glucovex,MAT-20135,Microcrystalline Cellulose,Specialty Care,Fenwick Site
2026,Ulvatrix,Ulvatrix,MAT-20126,Filling Line Spare Parts,Specialty Care,Clearwater Site
2024,Ulvatrix,Ulvatrix,MAT-20066,Ibuprofen API,Specialty Care,Bridgeholm Site
2025,Xantivo,Xantivo,MAT-20030,Single-use Bioreactor Bag,Specialty Care,Bridgeholm Site
2026,Glucovex,Glucovex,MAT-20015,Corrugated Shipping Case,Specialty Care,Fenwick Site
2024,Torvexa,Torvexa,MAT-20020,Contract Packaging Service,Vaccines,Bridgeholm Site
2024,Estrivon,Estrivon,MAT-20143,HDPE Bottle 250ml,Pharmaceuticals,Meadowbrook Site
2024,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Consumer Healthcare,Eastgate Site
2025,Xantivo,Xantivo,MAT-20008,Glass Vial 2ml,Consumer Healthcare,Eastgate Site
2025,Ostreva,Ostreva,MAT-20027,Filling Line Spare Parts,Consumer Healthcare,Rivermill Site
2025,Estrivon,Estrivon,MAT-20103,Enteric Coating Blend,Consumer Healthcare,Fenwick Site
2024,Mendovia,Mendovia,MAT-20100,Recombinant Protein Concentrate,Specialty Care,Fenwick Site
2025,Wintrelis,Wintrelis,MAT-20055,Inbound Air Freight - Temperature Controlled,Specialty Care,Kingsley Site
2025,Quilava,Quilava,MAT-20113,Pressure-sensitive Label,Specialty Care,Bridgeholm Site
2026,Kaldrin,Kaldrin,MAT-20103,Enteric Coating Blend,Vaccines,Eastgate Site
2026,Immunara,Immunara,MAT-20049,Stretch Pallet Wrap,Consumer Healthcare,Rivermill Site
2025,Advelra,Advelra,MAT-20146,Pressure-sensitive Label,Vaccines,Fenwick Site
2025,Advelra,Advelra,MAT-20133,Monoclonal Antibody Bulk,Specialty Care,Fenwick Site
2026,Norvelin,Norvelin,MAT-20144,Folding Carton,Pharmaceuticals,Eastgate Site
2024,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Vaccines,Ashford Site
2026,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Vaccines,Kingsley Site
2026,Hemazol,Hemazol,MAT-20140,Freeze-dried Vaccine Vial,Pharmaceuticals,Kingsley Site
2026,Pulmatrix,Pulmatrix,MAT-20021,Inbound Road Freight - Pallet,Consumer Healthcare,Meadowbrook Site
2024,Estrivon,Estrivon,MAT-20103,Enteric Coating Blend,Pharmaceuticals,Meadowbrook Site
2026,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Pharmaceuticals,Eastgate Site
2024,Estrivon,Estrivon,MAT-20056,Inbound Ocean Freight - Container,Specialty Care,Ashford Site
2026,Sentrivax,Sentrivax,MAT-20045,Corrugated Shipping Box,Consumer Healthcare,Fenwick Site
2026,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Specialty Care,Eastgate Site
2024,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Consumer Healthcare,Northfield Site
2024,Pulmatrix,Pulmatrix,MAT-20021,Inbound Road Freight - Pallet,Vaccines,Kingsley Site
2024,Renovex,Renovex,MAT-20043,Prefilled Syringe 2.25ml,Consumer Healthcare,Ashford Site
2026,Sentrivax,Sentrivax,MAT-20021,Inbound Road Freight - Pallet,Vaccines,Solaris Park Site
2026,Pulmatrix,Pulmatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Kingsley Site
2026,Xantivo,Xantivo,MAT-20089,Inbound Ocean Freight - Container,Consumer Healthcare,Rivermill Site
2025,Xantivo,Xantivo,MAT-20054,Inbound Road Freight - Pallet,Specialty Care,Ashford Site
2025,Advelra,Advelra,MAT-20119,Contract Packaging Service,Specialty Care,Solaris Park Site
2024,Wintrelis,Wintrelis,MAT-20052,Aseptic Fill & Finish Service,Specialty Care,Solaris Park Site
2024,Advelra,Advelra,MAT-20145,Patient Information Leaflet,Vaccines,Eastgate Site
2024,Advelra,Advelra,MAT-20088,Inbound Air Freight - Temperature Controlled,Consumer Healthcare,Bridgeholm Site
2024,Immunara,Immunara,MAT-20140,Freeze-dried Vaccine Vial,Consumer Healthcare,Bridgeholm Site
2024,Glucovex,Glucovex,MAT-20107,Freeze-dried Vaccine Vial,Specialty Care,Ashford Site
2026,Wintrelis,Wintrelis,MAT-20077,HDPE Bottle 100ml,Pharmaceuticals,Bridgeholm Site
2026,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Specialty Care,Ashford Site
2026,Yenzura,Yenzura,MAT-20129,Pipette Tips (case),Vaccines,Clearwater Site
2025,Advelra,Advelra,MAT-20105,Isopropyl Alcohol,Consumer Healthcare,Clearwater Site
2024,Ulvatrix,Ulvatrix,MAT-20046,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2026,Immunara,Immunara,MAT-20045,Corrugated Shipping Box,Pharmaceuticals,Rivermill Site
2024,Glucovex,Glucovex,MAT-20135,Microcrystalline Cellulose,Consumer Healthcare,Rivermill Site
2024,Torvexa,Torvexa,MAT-20020,Contract Packaging Service,Pharmaceuticals,Northfield Site
2024,Calmera,Calmera,MAT-20079,Patient Information Leaflet,Consumer Healthcare,Clearwater Site
2025,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Pharmaceuticals,Bridgeholm Site
2024,Brenzolix,Brenzolix,MAT-20105,Isopropyl Alcohol,Pharmaceuticals,Meadowbrook Site
2026,Immunara,Immunara,MAT-20138,Isopropyl Alcohol,Pharmaceuticals,Meadowbrook Site
2025,Brenzolix,Brenzolix,MAT-20071,Sodium Benzoate,Pharmaceuticals,Fenwick Site
